"lng","lat","bioclim1","bioclim12","bioclim15","bioclim4","dist_to_water_m","elev_m","disease","theta"
-73.5295838,18.445417,239,1815,46,1207,2472,327,"LF",0.00284208946470081
-72.4164817,19.6811567,252,1844,33,1396,667,50,"LF",0.028357630821592
-72.2462505,18.5287503,259,1128,57,1188,3412,143,"LF",0.00673787770999796
-72.4413583,19.6127983,234,1725,39,1187,1285,213,"LF",0.00504134443643744
-72.4263333,19.6303417,234,1725,39,1187,869,160,"LF",0.00649436503739207
-72.4250233,19.59848,234,1725,39,1187,351,226,"LF",0.00665274277586336
-73.1795838,19.8370836,252,942,36,1271,833,133,"LF",0.016294591573891
-72.4288633,19.6682217,242,1810,33,1293,2019,141,"LF",0.00488641617744111
-72.9545838,18.420417,253,1368,51,1178,3223,76,"LF",0.00559177379497882
-72.4088436,19.7034919,252,1844,33,1396,1688,46,"LF",0.0139599192901512
-72.415415,19.689335,252,1844,33,1396,1046,51,"LF",0.0236105123286301
-72.4059218,19.703761,252,1844,33,1396,1418,33,"LF",0.0170724167102249
-72.4058567,19.7100067,252,1844,33,1396,1405,27,"LF",0.0174047565438009
-72.4086233,19.58359,239,1746,34,1270,602,370,"LF",0.00671305286962423
-72.4059245,19.6977877,252,1844,33,1396,1125,40,"LF",0.0213067492565477
-72.3295838,18.570417,256,1319,55,1180,4428,13,"LF",0.021739236798934
-72.4112717,19.698405,252,1844,33,1396,1508,54,"LF",0.0162322068151304
-72.6545838,18.3120836,244,1654,49,1184,1996,443,"LF",0.00859626645219155
-72.4237833,19.6384183,234,1725,39,1187,970,147,"LF",0.00617351658145674
-72.4344267,19.613205,234,1725,39,1187,557,213,"LF",0.00680979713528756
-72.3970317,19.70642,252,1844,33,1396,695,31,"LF",0.0255073794222411
-72.2129171,19.7370836,253,1593,33,1438,679,6,"LF",0.0560743967247137
-72.4185217,19.6798017,242,1810,33,1293,759,113,"LF",0.182251541938921
-74.0629171,18.5120836,242,1905,41,1182,2295,484,"LF",0.00363324286148926
-72.4055773,19.7033973,252,1844,33,1396,1368,33,"LF",0.017835898679427
-72.4057886,19.7042041,252,1844,33,1396,1428,33,"LF",0.0169219644011715
-72.4063606,19.7104584,252,1844,33,1396,1455,27,"LF",0.016648873963712
-72.5295838,18.2370836,259,1391,49,1179,1195,41,"LF",0.026530895014909
-72.4245467,19.6365367,234,1725,39,1187,875,147,"LF",0.00649045848527754
-72.4187417,19.6703817,242,1810,33,1293,1017,87,"LF",0.00939612139633664
-72.4279817,19.6299167,234,1725,39,1187,1047,160,"LF",0.00591446217904784
-72.4239367,19.6387917,234,1725,39,1187,1012,147,"LF",0.0060386976847407
-72.41234,19.6895283,252,1844,33,1396,883,51,"LF",0.0255532330065847
-72.3624796,19.6963382,252,1844,33,1396,3097,52,"LF",0.00998293801649623
-72.3620054,19.6976071,252,1844,33,1396,3104,52,"LF",0.00997077307475125
-72.4309567,19.6674267,242,1810,33,1293,2254,141,"LF",0.00449733168769971
-72.42396,19.637155,234,1725,39,1187,876,147,"LF",0.00648716750526353
-72.1295838,19.2787503,245,1587,59,1174,2168,344,"LF",0.0192385087009373
-72.4237567,19.639305,234,1725,39,1187,972,147,"LF",0.00616700453198544
-72.4281717,19.6720533,242,1810,33,1293,1785,141,"LF",0.00538975660521055
-72.427005,19.63671,234,1725,39,1187,1095,219,"LF",0.00577056928326041
-72.41618,19.7090917,252,1844,33,1396,2492,51,"LF",0.0105460958481326
-72.5295838,19.395417,248,997,68,1072,1394,234,"LF",0.0436701467228025
-72.4191083,19.6699783,242,1810,33,1293,1075,87,"LF",0.00911530833798464
-72.4305185,19.7180008,242,1810,33,1293,4059,143,"LF",0.00300106531798953
-72.3933983,19.6692967,252,1844,33,1396,868,51,"LF",0.0263405941274216
-72.0212505,19.1370836,249,1652,69,1209,1014,259,"LF",0.0598812714987442
-73.9545838,18.470417,216,1940,58,1339,3819,676,"LF",0.000697316427194111
-72.4230424,19.7125718,242,1810,33,1293,3206,68,"LF",0.00343855851132586
-72.3129171,18.5537503,256,1319,55,1180,5767,72,"LF",0.0129910766440765
-72.40486,19.7111,252,1844,33,1396,1296,27,"LF",0.0190808791554249
-72.3924401,19.645053,239,1746,34,1270,2219,333,"LF",0.00269944989752291
-72.4015567,19.6991583,252,1844,33,1396,825,40,"LF",0.0245414979468869
-71.7462505,19.170417,231,1553,53,1185,2603,512,"LF",0.00430058312347194
-72.4084327,19.7030005,252,1844,33,1396,1629,46,"LF",0.0144843989626503
-72.4112717,19.698405,252,1844,33,1396,1508,54,"LF",0.0162322068151304
-71.9212505,18.3620836,141,1686,62,1223,735,2119,"LF",0.00394458845999906
-72.4033053,19.7072232,252,1844,33,1396,1210,33,"LF",0.0200742678175251
-72.4379171,19.5287503,222,1661,45,1118,953,1011,"LF",0.00412842660700772
-72.8045838,19.8287503,245,1449,36,1151,870,160,"LF",0.0208738712384586
-72.4132433,19.6933767,252,1844,33,1396,1312,54,"LF",0.0192634180867488
-72.3776166,19.7057437,252,1844,33,1396,1363,38,"LF",0.018739959237982
-72.6795838,19.4370836,258,707,69,1099,2639,7,"LF",0.0137444217233059
-72.4079733,19.7091617,252,1844,33,1396,1636,27,"LF",0.0144341258146829
-72.0462505,19.4787503,238,1845,43,1217,4109,431,"LF",0.00321022585043538
-72.6795838,19.1037503,262,754,75,1095,860,113,"LF",0.0284485313104305
-72.398105,19.7061333,252,1844,33,1396,799,31,"LF",0.0249012597399682
-72.4032533,19.5801283,215,1717,41,1210,1269,503,"LF",0.00326460084225931
-72.3658117,19.6597617,239,1746,34,1270,2588,174,"LF",0.00224800928672778
-72.5629171,19.695417,225,1750,39,1138,2167,360,"LF",0.0027933506988199
-74.3462505,18.4870836,245,1961,40,995,58,139,"LF",0.0270962439582507
-72.5545838,19.6537503,227,1687,43,1110,1230,327,"LF",0.00552295117643617
-72.3999433,19.7066467,252,1844,33,1396,921,31,"LF",0.0236132092247251
-72.4198667,19.672325,242,1810,33,1293,975,87,"LF",0.00960112204768896
-72.3860817,19.662735,239,1746,34,1270,1833,76,"LF",0.0029843779107301
-72.4203617,19.6699133,242,1810,33,1293,1176,87,"LF",0.00858265263418855
-72.4008007,19.7044963,252,1844,33,1396,1018,33,"LF",0.0222426600885009
-72.42625,19.64925,234,1725,39,1187,1233,225,"LF",0.00527500954227907
-72.4045838,18.545417,258,1387,52,1185,529,24,"LF",0.031596514102495
-72.4006664,19.7093541,252,1844,33,1396,877,27,"LF",0.0239715544042996
-72.418805,19.67735,242,1810,33,1293,720,113,"LF",0.0104666877117723
